123452847819419_912749032223126,video,"pollution in vietnam
Nguồn: youtube",pollution in vietnam,https://www.facebook.com/baovemoitruongVN/videos/912749032223126/,2017-12-19 15:00:37,11,0,1
123452847819419_871263183038378,photo,Tiếng việt,,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/871263146371715/?type=3,2017-09-20 18:25:17,10,4,0
123452847819419_870542556443774,photo,Nợ Công.....,,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/870542436443786/?type=3,2017-09-18 22:27:44,1,0,0
123452847819419_867324656765564,photo,"Siêu bão, động đất, cháy rừng - sự nổi giận khó lường của thiên nhiên ????",Photos from BẢO VỆ MÔI TRƯỜNG's post,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/867324450098918/?type=3,2017-09-10 23:41:34,16,4,0
123452847819419_866698310161532,photo,,,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/866698266828203/?type=3,2017-09-09 11:38:39,8,0,1
123452847819419_864659497032080,photo,Danh mục SP thải bỏ được thu hồi,,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/864659400365423/?type=3,2017-09-04 12:52:25,5,0,0
123452847819419_864649307033099,photo,cần lắm,,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/864649287033101/?type=3,2017-09-04 12:07:12,9,1,0
123452847819419_862266597271370,photo,,,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/862266577271372/?type=3,2017-08-29 23:49:22,4,0,0
123452847819419_855976344567062,photo,PHÂN HÓA GIÀU VÀ NGHÈO,Photos from BẢO VỆ MÔI TRƯỜNG's post,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/855976264567070/?type=3,2017-08-15 22:12:57,15,0,0
123452847819419_851189148379115,photo,,,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/851189098379120/?type=3,2017-08-05 20:52:56,6,0,0
123452847819419_851187871712576,status,"KHI BỂ RA TOÀN NGHÌN TỶ, LIỀN VÀ LUÔN CÁC TIN GIẬT MÌNH",,,2017-08-05 20:50:26,5,0,0
123452847819419_846656788832351,photo,"1001 nỗi khổ
Nguồn:internet",Photos from BẢO VỆ MÔI TRƯỜNG's post,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/846655795499117/?type=3,2017-07-27 21:14:47,1,0,0
123452847819419_841543469343683,photo,Mưa kiểu này nông dân miền Tây có nguy cơ thất mùa nặng,Photos from BẢO VỆ MÔI TRƯỜNG's post,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/841543059343724/?type=3,2017-07-18 19:54:35,4,0,0
123452847819419_828074014023962,link,,Di,http://www.tamnhin.net.vn/phat-hien-cong-truong-pha-nui-khai-thac-da-o-vinh-ha-long-d2210.html,2017-06-26 17:12:54,5,0,0
123452847819419_826180997546597,photo,Phối trộn phân bón vô cơ hiện nay khá phổ biến liệu có đảm bảo chất lượng cho nông dân?,,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/826181354213228/?type=3,2017-06-23 09:02:03,4,0,0
123452847819419_822954797869217,photo,,Timeline Photos,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/822954797869217/?type=3,2017-06-17 17:35:42,5,0,0
123452847819419_1334249793311110,event,,5/6,https://www.facebook.com/events/1334249793311110/,2017-06-03 14:50:47,9,4,0
123452847819419_814734825357881,photo,"Tháng 4 năm 2017, các công ty Vật liệu xây dựng ĐBSCL và các tỉnh thành lân cận, kéo theo các công trình xây dựng trên những địa bàn này đều đang đau đầu vì vấn đề giá cát xây dựng tăng đột biến đến mức chóng mặt..

Nguyên nhân chắc là đây",Photos from BẢO VỆ MÔI TRƯỜNG's post,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/814733955357968/?type=3,2017-06-03 12:57:40,15,0,0
123452847819419_812145398950157,link,"http://www.soctrangtv.vn/t/khanh-thanh-nha-may-xu-ly-nuoc-thai-khu-cong-nghiep-an-nghiep
Nguồn: www.soctrangtv.vn",Khánh thành nhà máy xử lý nước thải khu công nghiệp An nghiệp,http://www.soctrangtv.vn/t/khanh-thanh-nha-may-xu-ly-nuoc-thai-khu-cong-nghiep-an-nghiep,2017-05-29 16:24:08,3,0,0
123452847819419_804182496413114,status,"Hút thuốc thụ động hoặc hít khói thuốc là hình thức hít khói thuốc từ không khí, mà không trực tiếp hút thuốc lá và cũng bị tác hại gián tiếp dẫn đến những nguy cơ về bệnh như ung thư phổi. Tổ chức Y tế Thế giới khuyến cáo: Không có ngưỡng an toàn cho việc hút thuốc thụ động",,,2017-05-14 11:59:08,2,0,0
123452847819419_804181183079912,photo,Thuốc lá có thể gây vô sinh và liệt dương,Timeline Photos,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/804181183079912/?type=3,2017-05-14 11:54:00,4,0,0
123452847819419_804180306413333,photo,,Photos from BẢO VỆ MÔI TRƯỜNG's post,https://www.facebook.com/baovemoitruongVN/photos/a.491649487666418.1073741828.123452847819419/804180253080005/?type=3,2017-05-14 11:50:59,2,0,0
123452847819419_1881076445494784,event,Hạn chế thuốc lá là giảm thiểu bệnh ung thư,Thuốc lá,https://www.facebook.com/events/1881076445494784/,2017-05-14 11:46:55,3,0,0
123452847819419_804178093080221,photo,,Timeline Photos,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/804178093080221/?type=3,2017-05-14 11:43:43,2,0,1
123452847819419_795630297268334,photo,BỘ TNMT tổ chức Hội nghị phổ biến NĐ 155/2016/NĐ-CP tại TP HCM,Timeline Photos,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/795630297268334/?type=3,2017-04-28 12:43:16,7,0,0
123452847819419_789457847885579,photo,Ô nhiễm không khí ở Việt nam,Timeline Photos,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/789457847885579/?type=3,2017-04-17 17:29:45,11,2,1
123452847819419_785311391633558,photo,Do thiên nhiên hay do con người,Timeline Photos,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/785311391633558/?type=3,2017-04-10 13:53:35,6,2,0
123452847819419_747655615399136,photo,,Timeline Photos,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/747655615399136/?type=3,2017-02-08 12:00:07,12,0,0
123452847819419_743550395809658,photo,,Timeline Photos,https://www.facebook.com/baovemoitruongVN/photos/a.126220467542657.27863.123452847819419/743550395809658/?type=3,2017-02-01 13:59:34,10,0,0
